text,intent,tag
Ah ơi,greet,O O
ừ c,agree,O O
mk đag chat voi ng hay bot the,ask_is_bot,O O O O O O O O
em cảm ơn ạ có gì e hỏi ông xã rồi ib shop nhé,thanks,O O O O O O O O O O O O O O
Alo chj oi,greet,O O O
Ơ ấy ơi,greet,O O O
aloAlo,greet,O
shop dang dung chatbot a,ask_is_bot,O O O O O
Ko phải của medela,deny,O O O O
Hihi uh,agree,O O
Mẫu 2 hơi ít màu sắc nên mình ko thích lắm,deny,O O O O O O O O O O O
Mình k thích mẫu này,deny,O O O O O
M nhan dk rui nhe cam on b,thanks,O O O O O O O O
Đúng rồi,agree,O O
Vâng về địa chỉ,agree,O O O O
Mình ko thích rung cũng ko thích nhạc,deny,O O O O O O O O
Alô Shop,greet,O O
Cảm ơn bạn nha,thanks,O O O O
T ko thích màu xanh lá,deny,O O O O O O
K phải hãng,deny,O O O
Vâng để e tính ạ,agree,O O O O O
dạ em cảm ơn nhiều ạ,thanks,O O O O O O
Hị thiệt hả,greet,O O O
hi shop hihi,greet,O O O
Ko phải ghế tập ngồi,deny,O O O O O
bot a,ask_is_bot,O O
Đúng rồi c à,agree,O O O O
E mua dc roi cam on shop,thanks,O O O O O O O
K phải nôi,deny,O O O
alo ạh,greet,O O
c oiiiii,greet,O O
Alo shoi,greet,O O
Ko phải đàn đâu,deny,O O B-deny#object_type O
K phải bô,deny,O O O
ừa e,agree,O O
alo sh ơi,greet,O O O
vợ mình lại ko thích màu xanh thích màu đen,deny,O O O O O O B-deny#color O O O
C oiq,greet,O O
đúng roi b,agree,O O O
Đúng rồi B a,agree,O O O O
chao ban,greet,O O
e cảm ơn ạh,thanks,O O O O
Chị ko thích màu đen,deny,O O O O O
vâng c dâu e cứ muốn th,agree,O O O O O O O
Oh vâng,agree,O O
Tớ ko thích hàng tq,deny,O O O O O
Có phải ng ko,ask_is_bot,O O O O
Đúng rồi sh,agree,O O O
Chứ ko phải thảm vải như c mua nhé,deny,O O O B-deny#object_type B-deny#material O O O O
Màu navy thì ko thích lắm,deny,O B-deny#color O O O O
không phải loại này đâu,deny,O O O O O
bố nó ko thích màu ấy,deny,O O O O O O
Thanks shop nje,thanks,O O O
Người hay bot,ask_is_bot,O O O
alo chị,greet,O O
Bot hay nguoi,ask_is_bot,O O O
ALO B OI,greet,O O O
shop oi bot hay nvien vay ah,ask_is_bot,O O O O O O O
Bot à shop ơi,ask_is_bot,O O O O
Ko phai xe yoyo,deny,O O B-inform#object_type O
Thanks bạn ạ,thanks,O O O
shopw ơi,greet,O O
K phải cái nắp vàng đâu b Mà cái van,deny,O O O O O O O O O O
Bạn oi,greet,O O
Alo c ơiiiiiiiii,greet,O O O
Ko phải bụi mà,deny,O O O O
Vâng tối mình có việc bận,agree,O O O O O O
Dạ vâng,agree,O O
Chatbot à,ask_is_bot,O O
Alo nagf ơi,greet,O O O
Vâng ạt,agree,O O
Vâng thank chị,thanks,O O O
e thanks,thanks,O O
Nhà t bé trai t ko thích hồng,deny,O O O O O O O O
thanks ad,thanks,O O
Đúng rồi sh ơi,agree,O O O O
K phai khăm sưa đâu ạ,deny,O O O B-deny#object_type O O
Vẫn k phải ghe ăn,deny,O O O O O
à vâng thaks shop,agree,O O O O
Vâng bé gaia,agree,O O O
Alo b oei,greet,O O O
Em cám ơn shop ạ,thanks,O O O O O
auto tra loi,ask_is_bot,O O O
Alo alo alo,greet,O O O
Nvien hay bot,ask_is_bot,O O O
Ơ ko phải shop ơi,deny,O O O O O
nvien hay bot,ask_is_bot,O O O
Cái đó màu mình k thích lắm,deny,O O O O O O O
Thanks shop có gì mình sẽ ib sau nha Ngâm cứu reivew đã,thanks,O O O O O O O O O O O O O
e cảm ơn c nhiều,thanks,O O O O O
À không mình k phải vậy,deny,O O O O O O
Em cám ơn ship,thanks,O O O O
bn ơi,greet,O O
cám ơn e để c xem nhé,thanks,O O O O O O O
K phải bạn,deny,O O O
Không phải con voi ú oà đâu,deny,O O O O O O O
Alooo aloooo,greet,O O
Alô bạn ơi,greet,O O O
Đúng rồi ahop,agree,O O O
mà ko phải loại cầm tay,deny,O O O O O O
Vâng màu trắng cũng đc,agree,O O B-inform#color O O
Thank shop sẽ ủng hộ dài dài ạ,thanks,O O O O O O O O
Vâng e thấy rồi,agree,O O O O
Chatbot tu dong ah,ask_is_bot,O O O O
À ko phải cái này bạn ạ,deny,O O O O O O O
Chj oi,greet,O O
ALO shop,greet,O O
Hả shop ơi,greet,O O O
à vâng thế thì ok,agree,O O O O O
Vâng C lấy cho e mẫu e đánh dấu ạ,agree,O O O O O O O O O O
Không phải,deny,O O
cám ơn nhiều ạ,thanks,O O O O
shop oi chatbot tu dong a,ask_is_bot,O O O O O O
Alo alo alp,greet,O O O
Vâng chị chốt tiền giúp e nhé,agree,O O O O O O O
Mình cảm ơn bạn lắm,thanks,O O O O O
Dạ đúng rồi bạn,agree,O O O O
Sh ới,greet,O O
alô c ơi,greet,O O O
K phải ạ,deny,O O O
Ko phait bằng điện ah,deny,O O O O O
Hị hị,greet,O O
Em oiiiiiiii,greet,O O
hi b oi,greet,O O O
Đúng rồi mình vẫn phải làm thế,agree,O O O O O O O
Hi hu,greet,O O
la nguoi hay bot the,ask_is_bot,O O O O O
Bot hay nvien vậy,ask_is_bot,O O O O
Ko phải đơn mình đặt,deny,O O O O O
alo B ơi,greet,O O O
Vâng để e tham khảo đã a,agree,O O O O O O O
M k thích bọc da vì nóng,deny,O O O O B-deny#material O O
Bot hay ng,ask_is_bot,O O O
aloooooooo,greet,O
ừm k sao nhé nhầm lẫn là chuyện bình thường,agree,O O O O O O O O O O
Hehe cám ơn sh nha quây vừa dễ sợ,thanks,O O O O O B-inform#object_type O O O
Đung rôi,agree,O O
dạ đúng roi,agree,O O O
M ko thích loại tròn này tới m thích loại kia mà hết khuyến mãi rồi hà,deny,O O O O O O O O O O O O O O O O O
Aloo b ơii,greet,O O O
ừ taij mình k để,agree,O O O O O
Alo ahop,greet,O O
La ng hay chatbot the,ask_is_bot,O O O O O
Hí b,greet,O O
Ko phải shop ơi,deny,O O O O
e cảm ơn c nhìu nha,thanks,O O O O O O
Uh Dung roi,agree,O O O
N k thích thảm gấpp,deny,O O O B-deny#object_type O
Ah b ơi đúng rồi b ah,agree,O O O O O O O
có b ơi,greet,O O O
Ui ko thích 2 bộ đó,deny,O O O O O O
đung rồi bạn,agree,O O O
hello,greet,O
Vâng Theo địa chỉ cũ ạ,agree,O O O O O O
Vâng Lát c qua nha,agree,O O O O O
Thank shop ah minh nhan dc hag oy,thanks,O O O O O O O O
Hí hí,greet,O O
alo chị ơi,greet,O O O
Hi chào shop,greet,O O O
Hi shop,greet,O O
À ko phải xe đẩy,deny,O O O O O
Vâng e thấy z,agree,O O O O
Hi ukie shop,greet,O O O
alo s ơi,greet,O O O
Da m cam on a,thanks,O O O O O
Vâng ah để mình xem ah,agree,O O O O O O
ko phải,deny,O O
Alo m,greet,O O
Bun oi,greet,O O
Vi be trai nen minh k thich hong,deny,O O O O O O O O
Cau ơi,greet,O O
Tự động trả lời à,ask_is_bot,O O O O O
Hiu v e k mua được rùi e cảm ơn ạ,thanks,O O O O O O O O O O O
Cái chắn cửa phòng chứ k phải cầu thang,deny,O O O O O O O O O
Uh đúng rồi b ơi,agree,O O O O O
Không phải shop ơi,deny,O O O O
cảm ơn shop nhiều,thanks,O O O O
E k thích mẫu củ,deny,O O O O O
Vcb ấy ơi,greet,O O O
Mà ko phải phao đâu em,deny,O O O B-deny#object_type O O
cám ơn c,thanks,O O O
Ghế nhún chứ k phải gấu nhún,deny,O O O O O O O
Ôi vâng ạ,agree,O O O
b oi c,greet,O O O
E cám ơn,thanks,O O O
Loại này mình ko thích lắm,deny,O O O O O O
E k thích vuông lắm,deny,O O O O O
Bộ này m lại ko thích bạn ạ,deny,O O O O O O O O
Tớ k thích chấm bi đỏ,deny,O O O O O O
Alô S6,greet,O O
Vâng a,agree,O O
Loại này m k thích ạ,deny,O O O O O O
Ố thế ko đc r,deny,O O O O O
E ko muốn lấy đen,deny,O O O O O
Thấp qá bé ko thích,deny,O O O O O
chi ới,greet,O O
hi anh chị,greet,O O O
E cam on nhe De e tham khao them,thanks,O O O O O O O O O
khong phai cai sp nay ne,deny,O O O O O O
Alo lao,greet,O O
K phải loại này,deny,O O O O
Vâng nhận qua viettel,agree,O O O O
T cảm ơn B,thanks,O O O O
K phải,deny,O O
Vâng đúng rồi bạn bạn gửi cho mình theo địa chỉ sy,agree,O O O O O O O O O O O O
K phai o hà nội,deny,O O O O O
Đúng rối,agree,O O
đúng rồi mình vừa gọi cho bạn,agree,O O O O O O O
Alo sh oi,greet,O O O
dung roi sh,agree,O O O
Đúng rồi mình dùng bidv,agree,O O O O O
Vâng ok B,agree,O O O
bạn oiq,greet,O O
chị chứ ko phải anh,deny,O O O O O
alooo shop,greet,O O
Mà thực sự ko thích đen,deny,O O O O O O
la bot hay ng the,ask_is_bot,O O O O O
Vâng thế đc r ạ,agree,O O O O O
Hello bạn ơi,greet,O O O
Ah k phải miếng lót đó cậu ơi,deny,O O O O O O O O
alo alo,greet,O O
Cảm ơn b trước nhé,thanks,O O O O O
CÁm ơn shop nhé,thanks,O O O O
C ơi,greet,O O
ah oi,greet,O O
Máy tiệt trùng k phải tia UV b ạ,deny,O B-inform#object_type I-inform#object_type O O O O O O
Hi bi,greet,O O
Vâng cậu Làm chờ cả tuần nay,agree,O O O O O O O
Thảm xốp chứ k phải silicon ạ,deny,B-inform#object_type B-inform#material O O O B-deny#material O
mk dang chat voi ng hay chatbot the,ask_is_bot,O O O O O O O O
cảm ơn ban,thanks,O O O
Ah vâng e hỏi cũng lâu lâu r ạ,agree,O O O O O O O O O
T k thích đỏ,deny,O O O B-deny#color
Các e ui,greet,O O O
Chị thủy ơi,greet,O O O
Ừ đúng rồi,agree,O O O
cám on b,thanks,O O O
Cảm ơn shop mình bàn với chồng rồi báo shop nhé,thanks,O O O O O O O O O O O
Ko phải Ko tin tưởng,deny,O O O O O
có phải bot không shop,ask_is_bot,O O O O O
alo b ơii,greet,O O O
ừa đang tính thế,agree,O O O O
n ơi,greet,O O
Chứ ko phải silicol,deny,O O O B-deny#material
Thanks b nhé,thanks,O O O
K phải đâu,deny,O O O
Vâng cùng địa chỉ ạ,agree,O O O O O
Huhu b ơi,greet,O O O
nvien hay chatbot vay,ask_is_bot,O O O O
dạ vâng chị,agree,O O O
Vâng Đúng rồi,agree,O O O
Ko phải do cái thanh e ơi,deny,O O O O O O O
Ko phải là bé hay to,deny,O O O O O O
Vâng ak,agree,O O
Vì con trai nên mình ko thích màu be lắm,deny,O O O O O O O B-deny#color I-deny#color O
vâng tại e thấy hơi nhỏ,agree,O O O O O O
Alo chị ơi,greet,O O O
Nhan vien hay bot,ask_is_bot,O O O O
Shop dùng bot à,ask_is_bot,O O O O
em cam on chị,thanks,O O O O
Sao chị oi,greet,O O O
Chị ớiiiii,greet,O O
Aloooooooooooooo,greet,O
mình cám ơn shop,thanks,O O O O
em cam on shop a,thanks,O O O O O
Đúng roiif shop,agree,O O O
Vâng a Tks c ạ,agree,O O O O O
Vâng ạ Có gì e đặt hàng sau ạ,agree,O O O O O O O O O
ko phải loại này,deny,O O O O
Mik ko thích kiểu vậy,deny,O O O O O
bot a shop oi,ask_is_bot,O O O O
Da dung roi sh,agree,O O O O
Shop oi c,greet,O O O
ko phải lại này,deny,O O O O
Cảm ơn shop nha Có gì e ib lại,thanks,O O O O O O O O O
Aloooo shop ơi,greet,O O O
vậy cảm ơn shop,thanks,O O O O
Vâng thế cũng đc au,agree,O O O O O
Vâng thế cg đc ạ,agree,O O O O O
Cảm ơn shop nhiều nhiều,thanks,O O O O O
Alo shop ới,greet,O O O
Vâng bạn Để tớ nghiên cứu thêm có gì tớ báo bạn nhé,agree,O O O O O O O O O O O O O
người đẹp ơi,greet,O O O
V e cám ơn,thanks,O O O O
Shop sử dụng chatbot à,ask_is_bot,O O O O O
e cảm ơn chị,thanks,O O O O
Vâng e hiểu mat,agree,O O O O
Gấu ới,greet,O O
Uhm em ơi,greet,O O O
k phải,deny,O O
Vâng e nhận tối nhed,agree,O O O O O
Shol ưi,greet,O O
Thank you nhiều nhá,thanks,O O O O
Đang chat với bot hay người thế,ask_is_bot,O O O O O O O
mình cám ơn shop ạ Có dịp sẽ ủng hộ shop nè Shop thông cảm hen,thanks,O O O O O O O O O O O O O O O O
Ko phải thảm này ha c,deny,O O B-deny#object_type O O O
T k thích màu lắm,deny,O O O O O
Thanks nang,thanks,O O
chào chị,greet,O O
Alooiii,greet,O
Mẫu này mình k thích lắm,deny,O O O O O O
Vâng e ở hn,agree,O O O O
Oạch C ơi,greet,O O O
Cảm ơn bạn Để mình tham khảo thêm đã nhé,thanks,O O O O O O O O O O
Dạ đúng roi,agree,O O O
Dạ c oi,greet,O O O
Ah chị oie,greet,O O O
Thê thôi mình k lấy hồng đâu ạ,deny,O O O O O B-deny#color O O
Em cảm ơn ạ Em cân nhắc xíu a,thanks,O O O O O O O O O
Vâng địa chỉ cũ ạ,agree,O O O O O
Vâng b xem lại hộ mình với,agree,O O O O O O O
Alo c oi,greet,O O O
Vâng Để m đọc kỹ lại,agree,O O O O O O
Cảm ơn hé,thanks,O O O
Vâng Để mình xem thêm ạ,agree,O O O O O O
vâng shop à,agree,O O O
Vâng ak Hehe,agree,O O O
Dạ vâng Hihi,agree,O O O
Thanks shop Có gì m nhắn sau nha,thanks,O O O O O O O O
Vâng m sẽ qua lấy nhé,agree,O O O O O O
Vâng m biết khu ấy rồi,agree,O O O O O O
K phải chặn cầu thg e ơi,deny,O O B-deny#object_type I-deny#object_type I-deny#object_type O O
chứ k phải chắn giường nhé,deny,O O O B-deny#object_type I-deny#object_type O
m đã nhận r nhé cám ơn shop,thanks,O O O O O O O O
Câuk ơi,greet,O O
Aloooooo,greet,O
Đúng rồi nhe,agree,O O O
Dạ vâng đc ạ,agree,O O O O
Alonso,greet,O
m cảm ơn b nha,thanks,O O O O O
e cam ơn,thanks,O O O
Màu nâu tớ lại ko thích,deny,B-deny#color I-deny#color O O O O
Nhân viên hay chatbot vậy,ask_is_bot,O O O O O
cám ơn b nhièu,thanks,O O O O
Thank shop Mình tham khảo thôi,thanks,O O O O O O
ALO SHOP,greet,O O
Vâng Ko sao ạ,agree,O O O O
alooooooooooooooooooo,greet,O
Hi vọng còn,greet,O O O
De minh can nhac lai Thanks shop,thanks,O O O O O O O
Thank Chi,thanks,O O
hic dạ vâng ạ,agree,O O O O
alo shop oie,greet,O O O
Àh uh,agree,O O
cảm ơn shop để về bàn vs bà xã đã,thanks,O O O O O O O O O O
Dung roi c,agree,O O O
thank kiu ấy,thanks,O O O
thanks c nhé,thanks,O O O
Vâng ạ ok shop,agree,O O O O
Hì vâng,agree,O O
thanksce,thanks,O
Đúng rồi chị,agree,O O O
e chị cảm ơn nhé,thanks,O O O O O
Có phải ng không,ask_is_bot,O O O O
Ah Uh K giống lắm,agree,O O O O O
E lại ko thích dáng 2017 lắm,deny,O O O O O O O
Mình mua loại 1000ml ko phải loại 800,deny,O O O B-inform#size O O O B-deny#size
Ko phải mẫu lưới này,deny,O O O O O
Cám ơn sh nhiều ạ làm phiền sh quá ạ,thanks,O O O O O O O O O O
alo o,greet,O O
Vâng oke bạn,agree,O O O
Aloooo b ơiii,greet,O O O
Đúng rôig b oi,agree,O O O O
Người hay máy vậy shop,ask_is_bot,O O O O O
Màu này e k thích lắm,deny,O O O O O O
uh bạn ơi,greet,O O O
K phải e,deny,O O O
Thank shop nhé để tớ xem thêm shop nhé,thanks,O O O O O O O O O
alo9,greet,O
Bể bơi k phải bể bóng ạ,deny,B-inform#object_type I-inform#object_type O O B-deny#object_type I-deny#object_type O
Ko phải nc rửa bình,deny,O O B-inform#object_type I-inform#object_type I-inform#object_type
E cảm ơn,thanks,O O O
Vâng ah tks shop nhiều,agree,O O O O O
Dạ vâng ạ để e đặt ạ,agree,O O O O O O O
Cảm on c sản phẩm tốt lắm ạ,thanks,O O O O O O O O
Đúng rồi hàng chính hãng là yên tâm rồi,agree,O O O O O O O O O
Hi vọng bền,greet,O O O
vâng Ok c ah,agree,O O O O
K phải 25p,deny,O O O
M k thích hai màu đó lams,deny,O O O O O O O
cảm on shop nha,thanks,O O O O
vâng thế thì e yên tâm rồi ạ,agree,O O O O O O O O
Cảm ơn sh ạ,thanks,O O O O
Nhầm ghế ko phải xe,deny,O B-inform#object_type O O B-deny#object_type
sh oi bot tự động à,ask_is_bot,O O O O O O
K phải xe đẩy du lịch,deny,O O B-deny#object_type I-deny#object_type O O
Shop su dung chatbot a,ask_is_bot,O O O O O
Tớ ko thích quây tròn,deny,O O O B-deny#object_type O
Ok nhé ko dc free ship hở uh ok,agree,O O O O O O O O O
Hihi Vâng ạ E ghé shop luôn bh đây ạ,agree,O O O O O O O O O O
Vâng ạ chiều em chốt ạ,agree,O O O O O O
Có j e nhờ c nha thanks c ah,thanks,O O O O O O O O O
Ah vâng ok shop,agree,O O O O
K phải e này,deny,O O O O
À ừ ok b,agree,O O O O
T cảm ơn b,thanks,O O O O
Dạ Vâng ạ,agree,O O O
alo shop oi,greet,O O O
Mình cám ơn,thanks,O O O
ừ đúng rùi,agree,O O O
Alo x ơi,greet,O O O
Vâng ạ có gì chiều mình qua shop xem ạ,agree,O O O O O O O O O O
Chứ k muốn mua full bộ,deny,O O O O O O
Sop oi,greet,O O
Chị yêu ới,greet,O O O
có phải bot ko shop,ask_is_bot,O O O O O
Thanks shop tư vấn nhiệt tình,thanks,O O O O O O
Cảm ơn bạn nha để chồng mình xem rồi mình báo bạn,thanks,O O O O O O O O O O O O
Ko phải màu xanh,deny,O O B-deny#color I-deny#color
Aloaloalo,greet,O
Aloooooo ạ,greet,O O
ừ thế ok rồi tớ nhờ banj tớ mai qa mua ở shop rồi,agree,O O O O O O O O O O O O O O
à shop oi,greet,O O O
tks b để mình sn lại nha Cám ơn b,thanks,O O O O O O O O O O
Chị Thủy ơi,greet,O O O
Mẫu này thì minh không thích lắm,deny,O O O O O O O
hi chị ơi,greet,O O O
Hi Thuy,greet,O O
oke,agree,O
Vâng thế thôi c,agree,O O O O
Alo b oie,greet,O O O
Đc đó đúng rồi,agree,O O O O
Bàn này rối lm e k thích,deny,O O O O O O O
Lỗi nay không phải do bên vận chuyển đâu bạn nha,deny,O O O O O O O O O O O
Alop,greet,O
Màu xanh đó e k thích lắm,deny,B-deny#color I-deny#color O O O O O
e lại k thích màu xanh này,deny,O O O O B-deny#color I-deny#color O
T lại ko thích đỏ,deny,O O O O B-deny#color
ừa tớ thích cái đấy,agree,O O O O O
Shop ơi shop,greet,O O O
Alo alo ạ,greet,O O O
Alo SHop,greet,O O
Hi cậu,greet,O O
m cảm ơn nhé Có gì m sẽ ghé shop mua,thanks,O O O O O O O O O O O
Trung học cơ sở nhé Không phải tiểu học,deny,O O O O O O O O O
Shop de tra loi tu dong ah,ask_is_bot,O O O O O O O
vâng oke c có gì e sẽ theo dõi ạ,agree,O O O O O O O O O O
Alo mình ơi,greet,O O O
cam on shop mjnh se xem,thanks,O O O O O O
Rửa bình chứ ko phải nước giặt nhé,deny,B-inform#object_type I-inform#object_type O O O B-deny#object_type I-deny#object_type O
Alo bạn oei,greet,O O O
Nhưng k thích con đỏ,deny,O O O O O
Vâng thứ hai cũng dc ạ,agree,O O O O O O
Hjx uk,agree,O O
Ko phải bộ ăn dặm ạ,deny,O O B-deny#object_type I-deny#object_type I-deny#object_type O
K phải mình đang dùng pump mà,deny,O O O O O O O
shop oi nhan vien hay chatbot vay,ask_is_bot,O O O O O O O
Đúng rồi nha shop,agree,O O O O
to k thich bap bênh,deny,O O O B-deny#object_type I-deny#object_type
aloooo ban oi,greet,O O O
Dung roi ne,agree,O O O
Mh cảm ơn sh,thanks,O O O O
Vâng thế để e gọi hỏi nhà xe ạ,agree,O O O O O O O O O
alo bạn woi,greet,O O O
Alo ah,greet,O O
vâng mình đặt r b ơi,agree,O O O O O O
Ko phai hikid,deny,O O B-deny#brand
Ad ko phải loại đó,deny,O O O O O
bot ha,ask_is_bot,O O
Vây cam on b nhiu nha,thanks,O O O O O O
Alo ấy ơi,greet,O O O
M cảm ơn a,thanks,O O O O
Vâng sh,agree,O O
à shop ui,greet,O O O
ko phải địu ngồi ạ,deny,O O B-deny#object_type O O
alo c ơiii,greet,O O O
Vâng em thấy rồi,agree,O O O O
Vâng vậy cũng đc,agree,O O O O
vậy c cảm ơn,thanks,O O O O
Vâng ok bạn,agree,O O O
Vâng bạn ạ,agree,O O O
bot hay nvien,ask_is_bot,O O O
Sh oi2,greet,O O
Hú b ơi,greet,O O O
minh cam ơn nhé,thanks,O O O O
ko phải quây này,deny,O O B-deny#object_type O
Tự động trả lời à shop ơi,ask_is_bot,O O O O O O O
đung rồi tinh lun b,agree,O O O O O
ko phải ghế,deny,O O B-deny#object_type
Thanks sh,thanks,O O
e cám ơn shop,thanks,O O O O
ALo,greet,O
e cảm ơn Để e xem thêm rồi có j e llac a,thanks,O O O O O O O O O O O O O
Không phải 199,deny,O O B-deny#price
Aloalo,greet,O
Vâng cung Đc ạ,agree,O O O O
Hi dm,greet,O O
À ừ đúng e,agree,O O O O
Alo ban,greet,O O
à đúng rồi đó ạ,agree,O O O O O
E cám ơn shop ạ,thanks,O O O O O
tu dong tra loi,ask_is_bot,O O O O
Tớ ko thích màu xanh mấy,deny,O O O B-deny#color I-deny#color O
Thanks shop nhe,thanks,O O O
mh cảm ơn nha,thanks,O O O O
Hi hi đúng roi,agree,O O O O
K phải là cao su ạ,deny,O O O B-deny#material I-deny#material O
Dạ vâng okay bạn,agree,O O O O
Vâng Lát em qua shop xem luôn ạ,agree,O O O O O O O O
chứ ko phải ngả ko,deny,O O O O O
ko phải xa đâu ạ,deny,O O O O O
Hi e,greet,O O
Ad bạn ơi,greet,O O O
Ko phải xe đẩy ạ,deny,O O B-deny#object_type I-deny#object_type O
Ko phai ban,deny,O O O
Vâng Đang háo hức xe quá,agree,O O O O O O
Vâng có gì mình ib nha,agree,O O O O O O
e cám ơn Có j e pm lại ah,thanks,O O O O O O O O O
em cảm ơn ạ,thanks,O O O O
À vâng cảm ơn shop ạ,thanks,O O O O O O
ko phải cầu thang,deny,O O B-deny#object_type I-deny#object_type
Máy này mình ko thích,deny,B-deny#object_type O O O O
B Ơi,greet,O O
Alo chih oi,greet,O O O
alooo ban oi,greet,O O O
Ko phải dạng áo đâu b,deny,O O O O O O
Đúng rồi Bình uống màu xanh có tay cầm,agree,O O B-inform#object_type I-inform#object_type B-inform#color I-inform#color O O O
alo ak,greet,O O
Vâng ah để mình nghiên cứu ah,agree,O O O O O O O
Alô,greet,O
Mình ko thích họa tiết,deny,O O O O O
em cảm ơn chị nhé,thanks,O O O O O
Alo c ơiii,greet,O O O
Vâng ạk E đang đi xem trên youtube tìm hiểu,agree,O O O O O O O O O O
Hj uk,agree,O O
Hi shoo oi,greet,O O O
vâng oki c nhé,agree,O O O O
vâng cũng đc ạ,agree,O O O O
Ko phai minh lo,deny,O O O O
Dạ vâng a,agree,O O O
vâng vẫn đang bmht ạ,agree,O O O O O
Ố b ơi,greet,O O O
alo 123,greet,O O
Vâng thế chị đổi giúp em nhé,agree,O O O O O O O
Nhưng mà không phải màu hồng,deny,O O O O B-deny#color I-deny#color
Co phai bot ko,ask_is_bot,O O O O
Vâng ah mh nhìn nhầm,agree,O O O O O
bot à shop ơi,ask_is_bot,O O O O
HI SHOP,greet,O O
to cam on nhe,thanks,O O O O
chatbot hay ng,ask_is_bot,O O O
ng hay chatbot,ask_is_bot,O O O
Alo shop ạ,greet,O O O
Ko phải thanh chắn cửa,deny,O O B-deny#object_type I-deny#object_type I-deny#object_type
dạ vâng vậy thui ạ,agree,O O O O O
Màu ghi chứ ko phải trắng ạ,deny,B-inform#color I-inform#color O O O B-deny#color O
Vâng ạ Khi nào đc nhắn e shop nhé,agree,O O O O O O O O O
Cảm ơn shop,thanks,O O O
t cảm ơn,thanks,O O O
Vâng az,agree,O O
Vâng tiếc quá ak,agree,O O O O
bot hay nvien vậy,ask_is_bot,O O O O
Đúng rồi shop chiều tối qua m mới nhận đc,agree,O O O O O O O O O O
M ko thich mau đen nay lam,deny,O O O B-deny#color I-deny#color O O
E cảm ơn shop nha,thanks,O O O O O
Bi Ngô ơi,greet,O O O
Minh ko thich mau cam,deny,O O O B-deny#color I-deny#color
ừ mình biết mà,agree,O O O O
cảm ơn shop có gì m liên hệ lại sau,thanks,O O O O O O O O O O
Dạ chị oi,greet,O O O
Vâng c cho em lấy luôn ạ,agree,O O O O O O O
cám ơn shop nhe Để mình tínb lại,thanks,O O O O O O O O
b ơiiiii,greet,O O
Aloalo alo,greet,O O
dạ vâng vậy đẻ e sắp xếp thời gian,agree,O O O O O O O O O
Alooo b ơi,greet,O O O
để m suy nghĩ lại đã cảm ơn shop nha,thanks,O O O O O O O O O O
Vâng ci,agree,O O
Chị ói,greet,O O
Tớ cám ơn,thanks,O O O
Em ơi em,greet,O O O
Alo ad ơi,greet,O O O
thanks ạ,thanks,O O
Đâ bạn ơi,greet,O O O
cám ơn sh,thanks,O O O
Alo gấp,greet,O O
vâng ok ạ,agree,O O O
j hak j cam on shop,thanks,O O O O O O
m cam on b rất nhiều m se nhan lai b nha,thanks,O O O O O O O O O O O O
Vấn đề ko phải là giá,deny,O O O O O O
Ko phải loại này,deny,O O O O
Àk vâng,agree,O O
thanks c ạ,thanks,O O O
alo em oi,greet,O O O
Shop uiiii,greet,O O
Ko phải chi ơi,deny,O O O O
Ug đúng rồi,agree,O O O
uk,agree,O
Dạ vâng the thoi ạ,agree,O O O O O
À vâng ah,agree,O O O
Vâng đúng r b ạ,agree,O O O O O
Alooo shop ơi,greet,O O O
Ko loại jone chứ ko phải chicco ạ,deny,O O B-inform#brand O O O B-deny#brand O
Vâng tks ad,agree,O O O
Huhu cam on ban,thanks,O O O O
Hi hi,greet,O O
Vâng nhanh giúp em để em về với,agree,O O O O O O O O
C iu ui,greet,O O O
Cảm ơn shop nhiều ạ,thanks,O O O O O
Đúng rồi nhà,agree,O O O
Hìn tròn mình k thích lắm,deny,O O O O O O
Uh t cám ơn,thanks,O O O O
Hi e oi,greet,O O O
alo b oi,greet,O O O
E cám ơn chị ạ,thanks,O O O O O
K phải màu cam đâu c,deny,O O B-deny#color I-deny#color O O
ko phải màu hồng đâu shop,deny,O O B-deny#color I-deny#color O O
Vâng thế để mình qua mua ạ,agree,O O O O O O O
màu đen thì t ko thích lắm,deny,B-deny#color I-deny#color O O O O O
Minh k thich lam vi no thap,deny,O O O O O O O
E k thích mẫu đấy,deny,O O O O O
la bot hay nguoi the,ask_is_bot,O O O O O
Vâng 2 thanh,agree,O O O
Vâng thế thì tốt ạ,agree,O O O O O
E Cảm ơn,thanks,O O O
Thank B nhoeeuf,thanks,O O O
Đúng rồi bạn ơi lại ship cho mình đến đó nha,agree,O O O O O O O O O O O
shop dùng bot ạ,ask_is_bot,O O O O
Tớ cảm ơn cậu,thanks,O O O O
đúng rồi hop j,agree,O O O O
K phải hằng túi c ạ,deny,O O O O O O
Chứ k phải là 2 combo đâu c ạ,deny,O O O O O O O O O
Alo aloooo,greet,O O
Keke cám ơn bạn,thanks,O O O O
Ghế ăn dặm thì bé ko thích ngồi,deny,B-deny#object_type I-deny#object_type I-deny#object_type O O O O O
Ko phải em nói,deny,O O O O
K phải loại tiệt trùng riêng đâu,deny,O O O B-deny#object_type I-deny#object_type O O
K phải ghế ăn dặm,deny,O O B-inform#object_type I-inform#object_type I-inform#object_type
M cảm ơn nhé làm phiền bn quá,thanks,O O O O O O O O
uh,agree,O
e cảm ơn nhé,thanks,O O O O
Van oi,greet,O O
oi c ơi,greet,O O O
